QR code,ent,name,FPhilm,Trial,test,plot,geometry,FP2,Ht,Pod,Mat,Lod,Yld,oil ,protein,notes,rep,loc,locc,rng,row,run,field,Sds/env,,source,,,parents,trait,0,2.5.7,geno,"1,2,3",Reg tests,Variety,
2431BGDF985,27,LD22-6634,MLtbl,2431B,2431BGDF,985,"POLYGON ((2 26.000000000000004, 3 26.000000000000004, 3 27.000000000000004, 2 27.000000000000004, 2 26.000000000000004))",,,,926,1,64.7,20.5,34.4,,2,Goodfield,GDF,,,,,800,,23GS07-12,,,LD18-12776 x LD12-459 HOLL (502-529),"HOLL, Rhg1 88788",,,RSSS,SS,,,27
2431BGDF986,17,LD22-2604,PLtbr,2431B,2431BGDF,986,"POLYGON ((3 26.000000000000004, 4 26.000000000000004, 4 27.000000000000004, 3 27.000000000000004, 3 26.000000000000004))",,,,926,1,72.6,19.2,35.9,,2,Goodfield,GDF,,,,,800,,2355B-35,,,LD15-1628 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,17
2431BGDF987,44,LD22-10140,PGy/bf,2431B,2431BGDF,987,"POLYGON ((4 26.000000000000004, 5 26.000000000000004, 5 27.000000000000004, 4 27.000000000000004, 4 26.000000000000004))",,,,926,1.5,67.3,20.5,33.3,,2,Goodfield,GDF,,,,,800,,23GS05-38,,,G165874 x 20506078GDM,Rhg1 88788,,,RSSS,SS,,,44
2431BGDF988,3,U14-910097,PGbf,2431B,2431BGDF,988,"POLYGON ((5 26.000000000000004, 6 26.000000000000004, 6 27.000000000000004, 5 27.000000000000004, 5 26.000000000000004))",,,,924,1.5,69.6,21,33.8,,2,Goodfield,GDF,,,,,800,,2331B-3,23 INC,,U09-105007 x LD07-3419,"SCN HR,HR",2,2,,,,,3
2431BGDF989,19,LD22-4309,PGibl,2431B,2431BGDF,989,"POLYGON ((6 26.000000000000004, 7 26.000000000000004, 7 27.000000000000004, 6 27.000000000000004, 6 26.000000000000004))",,,,924,3,63.7,20.1,34.9,,2,Goodfield,GDF,,,,,800,,2354A-45,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,19
2431BGDF990,43,LD22-10077,PGy/bf,2431B,2431BGDF,990,"POLYGON ((7 26.000000000000004, 8 26.000000000000004, 8 27.000000000000004, 7 27.000000000000004, 7 26.000000000000004))",,,,924,3.5,58.2,20,32.7,,2,Goodfield,GDF,,,,,800,,23GS05-9,,,G165874 x 20506078GDM,Rhg1 88788,,,RSSS,SS,,,43
2431BGDF991,45,LD22-10623,PLtbr,2431B,2431BGDF,991,"POLYGON ((2 27.000000000000004, 3 27.000000000000004, 3 28.000000000000004, 2 28.000000000000004, 2 27.000000000000004))",,,,924,1,68.6,20.6,34.3,,2,Goodfield,GDF,,,,,800,,2356B-60,,,20506067GDM x LD11-2170,Rhg1 88788,,,RSSS,SS,,,45
2431BGDF992,7,LD20-0902,PGy/bf,2431B,2431BGDF,992,"POLYGON ((3 27.000000000000004, 4 27.000000000000004, 4 28.000000000000004, 3 28.000000000000004, 3 27.000000000000004))",,,,926,1,71.2,20.5,32.5,,2,Goodfield,GDF,,,,,800,,2331B-8,23 INC,,LD14-6099a x LD11-2170,Rhg1 88788,,,RSSSS,,24 UT 3,,7
2431BGDF993,41,LD22-9762,WGbf,2431B,2431BGDF,993,"POLYGON ((4 27.000000000000004, 5 27.000000000000004, 5 28.000000000000004, 4 28.000000000000004, 4 27.000000000000004))",,,,926,1,71.1,20.3,36,,2,Goodfield,GDF,,,,,800,,23GS04-23,,,LD15-456 x U14-925152,Rhg1a+Rhg4 437654,,,RRSS,SS,,,41
2431BGDF994,24,LD22-5306,PLtgr,2431B,2431BGDF,994,"POLYGON ((5 27.000000000000004, 6 27.000000000000004, 6 28.000000000000004, 5 28.000000000000004, 5 27.000000000000004))",,,,924,1,65.2,19.3,36,,2,Goodfield,GDF,,,,,800,,2381A-13,,,LD18-12779 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,24
2431BGDF995,9,LD20-8968,PGbf,2431B,2431BGDF,995,"POLYGON ((6 27.000000000000004, 7 27.000000000000004, 7 28.000000000000004, 6 28.000000000000004, 6 27.000000000000004))",,,,926,2,67.5,19.9,34.6,,2,Goodfield,GDF,,,,,800,,2331B-13,23 INC,,HOLL 37 x HOLL 11 (LD12-3903 x LDX16-237-1-2) x (LD12-459 x LDX16-216-1-2),"HOLL, Rhg1 88788",12,na,RSSSS,,"24 UT 3TM, MSMC",24PR INC,9
2431BGDF996,12,LD21-5253,PGibl,2431B,2431BGDF,996,"POLYGON ((7 27.000000000000004, 8 27.000000000000004, 8 28.000000000000004, 7 28.000000000000004, 7 27.000000000000004))",,,,924,1.5,64.3,20.5,33.4,,2,Goodfield,GDF,,,,,800,,2331B-20,,,LD10-10198 x U14-924158,Rhg1a+Rhg4 437654,,,RRSS,SS,24 SP 3,,12
2421CH801,19,LD22-4242,PMbr,2421C,2421CH,801,"POLYGON ((2 14, 3 14, 3 15, 2 15, 2 14))",,,,922,3.5,45.2,19.9,35.7,,1,Monmouth,H,,,,,800,,2351A-51,,,LD15-1628 x U14-103015,Rhg1 88788,,,RSSS,SS,,,19
2421CH802,15,LD22-1276,PLtbr,2421C,2421CH,802,"POLYGON ((3 14, 4 14, 4 15, 3 15, 3 14))",,,,920,1,62,20.4,34.6,,1,Monmouth,H,,,,,800,,2352A-20,,,LD12-459 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,15
2421CH803,6,LD19-7165,PLtbl,2421C,2421CH,803,"POLYGON ((4 14, 5 14, 5 15, 4 15, 4 14))",,,,916,1,59.8,20.6,33.9,,1,Monmouth,H,,,,,800,,2321C-8,23 INC Demo,,LD12-459 x LD11-2170,SCN,10.73890046,na,RASS,SSS,"24 SU,UT 2",Illini 2910N,6
2421CH804,25,LD22-9365,PGy,2421C,2421CH,804,"POLYGON ((5 14, 6 14, 6 15, 5 15, 5 14))",,,,916,1,63.2,21.5,32.5,,1,Monmouth,H,,,,,800,,23GS03-19,,,G165874 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,25
2421CH805,2,S28N32,PGibl,2421C,2421CH,805,"POLYGON ((6 14, 7 14, 7 15, 6 15, 6 14))",,,,922,1,66.3,20.9,33.1,,1,Monmouth,H,,,,,800,,2321C-2,,,,,,,,,,,2
2421CH806,1,IA2102,WGy+bf,2421C,2421CH,806,"POLYGON ((7 14, 8 14, 8 15, 7 15, 7 14))",,,,914,4,56.2,20.1,34.6,,1,Monmouth,H,,,,,800,,2321C-1,23 INC,,A04-545045 x AgriPro 98180-A01-06131,SCN R,33,73,,,"24 SU,UT 2",,1
2421CH807,27,LD22-10466,PTbr,2421C,2421CH,807,"POLYGON ((8 14, 9 14, 9 15, 8 15, 8 14))",,,,918,2,62.7,20.6,34.4,,1,Monmouth,H,,,,,800,,2354A-56,,,LD15-1628 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,27
2421CH808,33,LD22-3010102,PMibl/y,2421C,2421CH,808,"POLYGON ((9 14, 10 14, 10 15, 9 15, 9 14))",,,,920,1.5,59.8,19.4,35,,1,Monmouth,H,,,,,800,,23HOLL2A-6,,,LD17-3855  x  LD20-5011031,"HOLL, Rhg1 88788",,,RSSS,SS,,,33
2421CH809,32,LD22-3010101,PMibl/bl,2421C,2421CH,809,"POLYGON ((10 14, 11 14, 11 15, 10 15, 10 14))",,,,920,1.5,55.2,18.7,36.2,,1,Monmouth,H,,,,,800,,23HOLL2A-5,,,LD17-3855  x  LD20-5011031,"HOLL, Rhg1 88788",,,RSSS,SS,,,32
2421CH810,4,LD17-2558,PGibl,2421C,2421CH,810,"POLYGON ((11 14, 12 14, 12 15, 11 15, 11 14))",,,,918,1.5,61.6,20.3,33.6,,1,Monmouth,H,,,,,800,,2321C-4,23 INC,,U11-614119 x LD09-30224,"SCN, no Rag",4,48,RSS,SSS,"24 SU,UT 2",Illini 2703n,4
2421CH811,3,U14-910097,PGbf,2421C,2421CH,811,"POLYGON ((12 14, 13 14, 13 15, 12 15, 12 14))",,,,920,3,60.2,20.7,34.5,,1,Monmouth,H,,,,,800,,2321C-3,23 INC,,U09-105007 x LD07-3419,"SCN HR,HR",2,2,,,,,3
2421CH812,34,LD22-3010103,PTy,2421C,2421CH,812,"POLYGON ((13 14, 14 14, 14 15, 13 15, 13 14))",,,,920,1.5,59.9,19.2,35.2,,1,Monmouth,H,,,,,800,,23HOLL2A-7,,,LD17-3855  x  LD20-5011031,"HOLL, Rhg1 88788",,,RSSS,SS,,,34
2421CH813,14,LD21-100211,PLtbl,2421C,2421CH,813,"POLYGON ((2 15, 3 15, 3 16, 2 16, 2 15))",,,,918,1,59.7,20.7,35.4,,1,Monmouth,H,,,,,800,,2321C-36,23 INC,,LD13-6678 HOLL PR BC (20POP 611-11-4-2),"HOLL, Rhg1 88788",,,RSSS,SS,"24 UT 2TM, MSMC",24PR INC,14
2421CH814,22,LD22-4834,PLtbr,2421C,2421CH,814,"POLYGON ((3 15, 4 15, 4 16, 3 16, 3 15))",,,,918,1,53.4,20.7,34.6,,1,Monmouth,H,,,,,800,,2355A-41,,,LD15-1628 x LD11-2170,Rhg1 88788,,,.SSS,SS,,,22
2421CH815,36,LD22-3011502,WLtgr,2421C,2421CH,815,"POLYGON ((4 15, 5 15, 5 16, 4 16, 4 15))",,,,920,1.5,58.3,21.1,34.2,,1,Monmouth,H,,,,,800,,23HOLL3A-14,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,36
2421CH816,10,LD21-3906,PLtbl,2421C,2421CH,816,"POLYGON ((5 15, 6 15, 6 16, 5 16, 5 15))",,,,918,1,63.9,21,34.3,,1,Monmouth,H,,,,,800,,2321C-19,,,LD11-2170 x LDX18-245-2-4,"HOLL, Rhg1 88788",,,RS.S,SS,"24 PT 2TM, MSMC",,10
2421CH817,31,LD22-2020618,PMibl/bl,2421C,2421CH,817,"POLYGON ((6 15, 7 15, 7 16, 6 16, 6 15))",,,,918,1,59.2,20.4,33.8,,1,Monmouth,H,,,,,800,,2390A-16,,,21FieldPop229  x  LDX21-240-3,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,31
2421CH818,5,LD17-2967a,PLtbl,2421C,2421CH,818,"POLYGON ((7 15, 8 15, 8 16, 7 16, 7 15))",,,,918,1,62.2,20.5,34.2,,1,Monmouth,H,,,,,800,,2321C-5,23 INC Demo,,U11-614119 x LD09-30224,"SCN, Rag 1H",5,46,RSS,HSS,,Illini 2812Na,5
2421CH819,13,LD21-8536,PMbl,2421C,2421CH,819,"POLYGON ((8 15, 9 15, 9 16, 8 16, 8 15))",,,,920,1,61.7,19.7,34.7,,1,Monmouth,H,,,,,800,,2321C-35,,,SA13-1363 (4) x KB13-15 F3 14-224 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 2TM, MSMC",,13
2421CH820,35,LD22-3011301,PLtbr,2421C,2421CH,820,"POLYGON ((9 15, 10 15, 10 16, 9 16, 9 15))",,,,918,1,57.8,20.6,34.8,,1,Monmouth,H,,,,,800,,23HOLL3A-8,,,LD11-2170  x  LD20-5031351,"HOLL, Rhg1 88788",,,RSSS,SS,,,35
2421CH821,23,LD22-5489,PMbr,2421C,2421CH,821,"POLYGON ((10 15, 11 15, 11 16, 10 16, 10 15))",,,,918,2,56.4,19.8,35.5,,1,Monmouth,H,,,,,800,,2381A-22,,,2170 HOLL (532-560) x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,23
2421CH822,29,LD22-2020214,PLtbr,2421C,2421CH,822,"POLYGON ((11 15, 12 15, 12 16, 11 16, 11 15))",,,,918,2,60.2,20.9,34.7,,1,Monmouth,H,,,,,800,,2390B-10,,,2190B-104  x  LDX21-234-1,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,29
2421CH823,7,LD20-4471,PLtbl,2421C,2421CH,823,"POLYGON ((12 15, 13 15, 13 16, 12 16, 12 15))",,,,920,2.5,64.2,21.4,33.3,,1,Monmouth,H,,,,,800,,2321C-11,23 INC,,U14-925152 x U11-917032,"Rhg 4, Rhg1 (437654)",,,RRSSS,SS,"24 SU,UT 2",Illini 2856Np,7
2421CH824,24,LD22-7483,WLtbr,2421C,2421CH,824,"POLYGON ((13 15, 14 15, 14 16, 13 16, 13 15))",,,,918,3,56.9,20.4,36,,1,Monmouth,H,,,,,800,,2382A-43,,,LD18-14361 x 2170 HOLL (201-248),"HOLL Rs2, Rhg1 88788",,,RSSS,SS,,,24
2421CH825,12,LD21-7822,PLty,2421C,2421CH,825,"POLYGON ((2 16, 3 16, 3 17, 2 17, 2 16))",,,,918,1.5,50.4,20.5,36.2,,1,Monmouth,H,,,,,800,,2321C-32,,,LD16-10150(LD10-10198 x KB13-15F314-224) x U14-108007 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 2TM, MSMC",,12
2421CH826,20,LD22-4262,PGbf,2421C,2421CH,826,"POLYGON ((3 16, 4 16, 4 17, 3 17, 3 16))",,,,918,1.5,59,22.1,32.6,,1,Monmouth,H,,,,,800,,2353A-27,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,20
2421CH827,26,LD22-9565,PTbl/br,2421C,2421CH,827,"POLYGON ((4 16, 5 16, 5 17, 4 17, 4 16))",,,,920,2.5,58.8,21.5,34.1,,1,Monmouth,H,,,,,800,,23GS03-37,,,U14-925152 x LD15-5782791,Rhg1a+Rhg4 437654,,,RRSS,SS,,,26
2421CH828,9,LD20-5738,PLtbl,2421C,2421CH,828,"POLYGON ((5 16, 6 16, 6 17, 5 17, 5 16))",,,,920,1,66.1,20.7,33,,1,Monmouth,H,,,,,800,,2321C-15,23 INC,,LD13-1429 x LD14-6363,"scn soja, Rhg1 88788",,,RSRRR,SS,24 SU 2,,9
2421CH829,28,LD22-2020206,PLtbr,2421C,2421CH,829,"POLYGON ((6 16, 7 16, 7 17, 6 17, 6 16))",,,,918,3,53.4,20.8,34.7,,1,Monmouth,H,,,,,800,,2390B-13,,,2190B-104  x  LDX21-234-1,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,28
2421CH830,21,LD22-4283,PGibl,2421C,2421CH,830,"POLYGON ((7 16, 8 16, 8 17, 7 17, 7 16))",,,,918,1,61.4,20.6,34.6,,1,Monmouth,H,,,,,800,,2352A-46,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,24 SP 2,,21
2421CH831,11,LD21-6298,PGgr,2421C,2421CH,831,"POLYGON ((8 16, 9 16, 9 17, 8 17, 8 16))",,,,914,1,66.1,21.6,32.5,,1,Monmouth,H,,,,,800,,2321C-30,,,LD10-10198 x LD15-5776793,SCN (88788),,,RSSS,SS,24 PT 2,,11
2421CH832,16,LD22-1296,PLtbl/br,2421C,2421CH,832,"POLYGON ((9 16, 10 16, 10 17, 9 17, 9 16))",,,,922,1.5,64.8,20.5,34,,1,Monmouth,H,,,,,800,,2352A-21,,,LD12-459 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,16
2421CH833,17,LD22-4164,WLtbl,2421C,2421CH,833,"POLYGON ((10 16, 11 16, 11 17, 10 17, 10 16))",,,,916,2,50.3,20.5,35.3,,1,Monmouth,H,,,,,800,,2352A-39,,,LD15-456 x U14-103015,Rhg1 88788,,,RSSS,SS,,,17
2421CH834,18,LD22-4199,WLtbl,2421C,2421CH,834,"POLYGON ((11 16, 12 16, 12 17, 11 17, 11 16))",,,,918,1.5,43,20.2,36.3,,1,Monmouth,H,,,,,800,,2352A-40,,,LD15-456 x U14-103015, Het Rhg1 88788,,,HSSS,SS,,,18
2421CH835,30,LD22-2020405,PLtbr,2421C,2421CH,835,"POLYGON ((12 16, 13 16, 13 17, 12 17, 12 16))",,,,918,2.5,55.1,21,35.5,,1,Monmouth,H,,,,,800,,2390B-20,,,2190B-104  x  LDX21-235-3,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,24 MSMC,,30
2421CH836,8,LD20-4988,PLtbr,2421C,2421CH,836,"POLYGON ((13 16, 14 16, 14 17, 13 17, 13 16))",,,,918,3,63.1,20.5,34.9,,1,Monmouth,H,,,,,800,,2321C-13,23 INC Demo,,U14-910097 x LD11-2170,Rhg1 (437654),84.30838275,24.19663277,RSHRS,SS,"24 SU,UT 2",Illini 2733N,8
2421CH837,27,LD22-10466,PTbr,2421C,2421CH,837,"POLYGON ((2 17, 3 17, 3 18, 2 18, 2 17))",,,,920,2,60.2,20.6,34.9,,2,Monmouth,H,,,,,800,,2354A-56,,,LD15-1628 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,27
2421CH838,7,LD20-4471,PLtbl,2421C,2421CH,838,"POLYGON ((3 17, 4 17, 4 18, 3 18, 3 17))",,,,922,1,56.2,20.5,34.5,,2,Monmouth,H,,,,,800,,2321C-11,23 INC,,U14-925152 x U11-917032,"Rhg 4, Rhg1 (437654)",,,RRSSS,SS,"24 SU,UT 2",Illini 2856Np,7
2421CH839,5,LD17-2967a,PLtbl,2421C,2421CH,839,"POLYGON ((4 17, 5 17, 5 18, 4 18, 4 17))",,,,920,1,53.5,20.4,34.7,,2,Monmouth,H,,,,,800,,2321C-5,23 INC Demo,,U11-614119 x LD09-30224,"SCN, Rag 1H",5,46,RSS,HSS,,Illini 2812Na,5
2421CH840,24,LD22-7483,WLtbr,2421C,2421CH,840,"POLYGON ((5 17, 6 17, 6 18, 5 18, 5 17))",,,,920,1,58.2,20.7,35.8,,2,Monmouth,H,,,,,800,,2382A-43,,,LD18-14361 x 2170 HOLL (201-248),"HOLL Rs2, Rhg1 88788",,,RSSS,SS,,,24
2421CH841,9,LD20-5738,PLtbl,2421C,2421CH,841,"POLYGON ((6 17, 7 17, 7 18, 6 18, 6 17))",,,,920,1,63.2,20.3,33,,2,Monmouth,H,,,,,800,,2321C-15,23 INC,,LD13-1429 x LD14-6363,"scn soja, Rhg1 88788",,,RSRRR,SS,24 SU 2,,9
2421CH842,28,LD22-2020206,PLtbr,2421C,2421CH,842,"POLYGON ((7 17, 8 17, 8 18, 7 18, 7 17))",,,,918,1,59.6,20.8,35.2,,2,Monmouth,H,,,,,800,,2390B-13,,,2190B-104  x  LDX21-234-1,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,28
2421CH843,29,LD22-2020214,PLtbr,2421C,2421CH,843,"POLYGON ((8 17, 9 17, 9 18, 8 18, 8 17))",,,,918,1,54,21.2,34.7,,2,Monmouth,H,,,,,800,,2390B-10,,,2190B-104  x  LDX21-234-1,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,29
2421CH844,31,LD22-2020618,PMibl/bl,2421C,2421CH,844,"POLYGON ((9 17, 10 17, 10 18, 9 18, 9 17))",,,,920,1.5,55,20.1,34.5,,2,Monmouth,H,,,,,800,,2390A-16,,,21FieldPop229  x  LDX21-240-3,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,31
2421CH845,8,LD20-4988,PLtbr,2421C,2421CH,845,"POLYGON ((10 17, 11 17, 11 18, 10 18, 10 17))",,,,918,2,63.3,20.6,34.4,,2,Monmouth,H,,,,,800,,2321C-13,23 INC Demo,,U14-910097 x LD11-2170,Rhg1 (437654),84.30838275,24.19663277,RSHRS,SS,"24 SU,UT 2",Illini 2733N,8
2421CH846,3,U14-910097,PGbf,2421C,2421CH,846,"POLYGON ((11 17, 12 17, 12 18, 11 18, 11 17))",,,,918,2,58.8,21.2,34.1,,2,Monmouth,H,,,,,800,,2321C-3,23 INC,,U09-105007 x LD07-3419,"SCN HR,HR",2,2,,,,,3
2421CH847,15,LD22-1276,PLtbr,2421C,2421CH,847,"POLYGON ((12 17, 13 17, 13 18, 12 18, 12 17))",,,,920,2,64.4,20.2,34.1,,2,Monmouth,H,,,,,800,,2352A-20,,,LD12-459 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,15
2421CH848,2,S28N32,PGibl,2421C,2421CH,848,"POLYGON ((13 17, 14 17, 14 18, 13 18, 13 17))",,,,922,2,69.5,20.2,34.6,,2,Monmouth,H,,,,,800,,2321C-2,,,,,,,,,,,2
2421CH849,13,LD21-8536,PMbl,2421C,2421CH,849,"POLYGON ((2 18, 3 18, 3 19, 2 19, 2 18))",,,,918,1,51.6,20,35.1,,2,Monmouth,H,,,,,800,,2321C-35,,,SA13-1363 (4) x KB13-15 F3 14-224 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 2TM, MSMC",,13
2421CH850,20,LD22-4262,PGbf,2421C,2421CH,850,"POLYGON ((3 18, 4 18, 4 19, 3 19, 3 18))",,,,918,1,60.6,20.4,34.8,,2,Monmouth,H,,,,,800,,2353A-27,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,20
2421CH851,16,LD22-1296,PLtbl/br,2421C,2421CH,851,"POLYGON ((4 18, 5 18, 5 19, 4 19, 4 18))",,,,920,1,61.4,20.7,33.8,,2,Monmouth,H,,,,,800,,2352A-21,,,LD12-459 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,16
2421CH852,11,LD21-6298,PGgr,2421C,2421CH,852,"POLYGON ((5 18, 6 18, 6 19, 5 19, 5 18))",,,,914,1,62.4,21.8,32.5,,2,Monmouth,H,,,,,800,,2321C-30,,,LD10-10198 x LD15-5776793,SCN (88788),,,RSSS,SS,24 PT 2,,11
2421CH853,4,LD17-2558,PGibl,2421C,2421CH,853,"POLYGON ((6 18, 7 18, 7 19, 6 19, 6 18))",,,,914,1,58.4,20.8,33.4,,2,Monmouth,H,,,,,800,,2321C-4,23 INC,,U11-614119 x LD09-30224,"SCN, no Rag",4,48,RSS,SSS,"24 SU,UT 2",Illini 2703n,4
2421CH854,23,LD22-5489,PMbr,2421C,2421CH,854,"POLYGON ((7 18, 8 18, 8 19, 7 19, 7 18))",,,,918,1,58.9,20.1,35.3,,2,Monmouth,H,,,,,800,,2381A-22,,,2170 HOLL (532-560) x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,23
2421CH855,19,LD22-4242,PMbr,2421C,2421CH,855,"POLYGON ((8 18, 9 18, 9 19, 8 19, 8 18))",,,,920,3,50.2,20,35.4,,2,Monmouth,H,,,,,800,,2351A-51,,,LD15-1628 x U14-103015,Rhg1 88788,,,RSSS,SS,,,19
2421CH856,36,LD22-3011502,WLtgr,2421C,2421CH,856,"POLYGON ((9 18, 10 18, 10 19, 9 19, 9 18))",,,,922,1.5,57.6,21,34.1,,2,Monmouth,H,,,,,800,,23HOLL3A-14,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,36
2421CH857,17,LD22-4164,WLtbl,2421C,2421CH,857,"POLYGON ((10 18, 11 18, 11 19, 10 19, 10 18))",,,,914,1,60.4,20.5,35,,2,Monmouth,H,,,,,800,,2352A-39,,,LD15-456 x U14-103015,Rhg1 88788,,,RSSS,SS,,,17
2421CH858,14,LD21-100211,PLtbl,2421C,2421CH,858,"POLYGON ((11 18, 12 18, 12 19, 11 19, 11 18))",,,,918,1,57.5,20.4,34.9,,2,Monmouth,H,,,,,800,,2321C-36,23 INC,,LD13-6678 HOLL PR BC (20POP 611-11-4-2),"HOLL, Rhg1 88788",,,RSSS,SS,"24 UT 2TM, MSMC",24PR INC,14
2421CH859,21,LD22-4283,PGibl,2421C,2421CH,859,"POLYGON ((12 18, 13 18, 13 19, 12 19, 12 18))",,,,920,1,55.4,20.7,34.1,,2,Monmouth,H,,,,,800,,2352A-46,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,24 SP 2,,21
2421CH860,33,LD22-3010102,PMibl/y,2421C,2421CH,860,"POLYGON ((13 18, 14 18, 14 19, 13 19, 13 18))",,,,922,2,58,19.1,35.6,,2,Monmouth,H,,,,,800,,23HOLL2A-6,,,LD17-3855  x  LD20-5011031,"HOLL, Rhg1 88788",,,RSSS,SS,,,33
2421CH861,10,LD21-3906,PLtbl,2421C,2421CH,861,"POLYGON ((2 19, 3 19, 3 20, 2 20, 2 19))",,,,920,1.5,61.9,20.8,34.6,,2,Monmouth,H,,,,,800,,2321C-19,,,LD11-2170 x LDX18-245-2-4,"HOLL, Rhg1 88788",,,RS.S,SS,"24 PT 2TM, MSMC",,10
2421CH862,22,LD22-4834,PLtbr,2421C,2421CH,862,"POLYGON ((3 19, 4 19, 4 20, 3 20, 3 19))",,,,918,1.5,50.2,19.7,33.5,,2,Monmouth,H,,,,,800,,2355A-41,,,LD15-1628 x LD11-2170,Rhg1 88788,,,.SSS,SS,,,22
2421CH863,1,IA2102,WGy+bf,2421C,2421CH,863,"POLYGON ((4 19, 5 19, 5 20, 4 20, 4 19))",,,,910,2,53.7,20.4,34.2,,2,Monmouth,H,,,,,800,,2321C-1,23 INC,,A04-545045 x AgriPro 98180-A01-06131,SCN R,33,73,,,"24 SU,UT 2",,1
2421CH864,6,LD19-7165,PLtbl,2421C,2421CH,864,"POLYGON ((5 19, 6 19, 6 20, 5 20, 5 19))",,,,916,1,59.9,20.5,33.8,,2,Monmouth,H,,,,,800,,2321C-8,23 INC Demo,,LD12-459 x LD11-2170,SCN,10.73890046,na,RASS,SSS,"24 SU,UT 2",Illini 2910N,6
2421CH865,32,LD22-3010101,PMibl/bl,2421C,2421CH,865,"POLYGON ((6 19, 7 19, 7 20, 6 20, 6 19))",,,,920,1,58,19.1,35.4,,2,Monmouth,H,,,,,800,,23HOLL2A-5,,,LD17-3855  x  LD20-5011031,"HOLL, Rhg1 88788",,,RSSS,SS,,,32
2421CH866,25,LD22-9365,PGy,2421C,2421CH,866,"POLYGON ((7 19, 8 19, 8 20, 7 20, 7 19))",,,,916,1,52.2,21.6,32.5,,2,Monmouth,H,,,,,800,,23GS03-19,,,G165874 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,25
2421CH867,26,LD22-9565,PTbl/br,2421C,2421CH,867,"POLYGON ((8 19, 9 19, 9 20, 8 20, 8 19))",,,,918,2,56.4,21.9,33.8,,2,Monmouth,H,,,,,800,,23GS03-37,,,U14-925152 x LD15-5782791,Rhg1a+Rhg4 437654,,,RRSS,SS,,,26
2421CH868,34,LD22-3010103,PTy,2421C,2421CH,868,"POLYGON ((9 19, 10 19, 10 20, 9 20, 9 19))",,,,920,1,59.8,19.1,35.6,,2,Monmouth,H,,,,,800,,23HOLL2A-7,,,LD17-3855  x  LD20-5011031,"HOLL, Rhg1 88788",,,RSSS,SS,,,34
2421CH869,12,LD21-7822,PLty,2421C,2421CH,869,"POLYGON ((10 19, 11 19, 11 20, 10 20, 10 19))",,,,-9,1,55.1,20.5,35.6,,2,Monmouth,H,,,,,800,,2321C-32,,,LD16-10150(LD10-10198 x KB13-15F314-224) x U14-108007 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 2TM, MSMC",,12
2421CH870,18,LD22-4199,WLtbl,2421C,2421CH,870,"POLYGON ((11 19, 12 19, 12 20, 11 20, 11 19))",,,,916,1,58.2,20.7,35.3,,2,Monmouth,H,,,,,800,,2352A-40,,,LD15-456 x U14-103015, Het Rhg1 88788,,,HSSS,SS,,,18
